"feature","ERR11869430_humann_input_Abundance"
"PWY-7238: sucrose biosynthesis II",0.000700079
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.000559911
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000558579
"PWY-1042: glycolysis IV",0.000557195
"PWY-5941: glycogen degradation II",0.000554701
"PWY-6609: adenine and adenosine salvage III",0.000535312
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000528999
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.000525044
"PWY-5686: UMP biosynthesis I",0.00052416
"PWY-7790: UMP biosynthesis II",0.00052416
"PWY-7791: UMP biosynthesis III",0.00052416
"TRNA-CHARGING-PWY: tRNA charging",0.000523219
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.000521871
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.00052108
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000520785
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.000515292
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.0005076
"ARO-PWY: chorismate biosynthesis I",0.000504984
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000504361
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis",0.000502008
